ASMID,SPECIESIN,STRAIN,VERSION,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
Rhimi_ATCC11559_1,Rhizopus microsporus,ATCC11559,v2.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus microsporus,Rhimi_ATCC11559_1
Rhior3,Rhizopus delemar,99-880,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus delemar,Rhior3
Rhisol1,Rhizoctonia solani,AG-3 Rhs1AP,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani,Rhisol1
Rhisto1,Rhizopus stolonifer,NRRL 66455,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus stolonifer,Rhisto1
Rhitru1,Rhizopogon truncatus,FC74,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon truncatus,Rhitru1
Rhiund1,Rhizina undulata,CBS 300.56,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Rhizinaceae,Rhizina,Rhizina undulata,Rhiund1
Rhives1,Rhizopogon vesiculosus,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vesiculosus,Rhives1
Rhivi1,Rhizopogon vinicolor,AM-OR11-026,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vinicolor,Rhivi1
Rhivul1,Rhizopogon vulgaris,FC72,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vulgaris,Rhivul1
Rhoba1_1,Rhodotorula graminis,WP1,v1.1,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula graminis,Rhoba1_1
Rhobut1_1,Rhodocollybia butyracea,AH_40177,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Rhodocollybia,Rhodocollybia butyracea,Rhobut1_1
Rhodsp1,Pseudomicrostroma glucosiphilum,MCA 4718,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,,Pseudomicrostroma,Pseudomicrostroma glucosiphilum,Rhodsp1
Rhoglu91_1,Rhodotorula glutinis,ATCC 204091,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula glutinis,Rhoglu91_1
Rhomi1,Cystobasidium minutum,MCA_4210,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium minutum,Rhomi1
Rhosp1,Rhodotorula sp.,JG-1b,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp.,Rhosp1
Rhota1,Rhodotorula taiwanensis,MD1149,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis,Rhota1
Rhoto_IFO0880_4,Rhodosporidium toruloides,IFO0880,v4.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,Rhoto_IFO0880_4
Rhyag1,Rhynchosporium agropyri,04CH_RACA61,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium agropyri,Rhyag1
Rhyco1,Rhynchosporium commune,UK7,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium commune,Rhyco1
Rhyru1_1,Rhytidhysteron rufulum,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Hysteriales,Hysteriaceae,Rhytidhysteron,Rhytidhysteron rufulum,Rhyru1_1
Rhyse1,Rhynchosporium secalis,02CH4_6a1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium secalis,Rhyse1
Ricfib1,Rickenella fibula,HBK330-10,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Rickenellaceae,Rickenella,Rickenella fibula,Ricfib1
Ricme1,Peniophora sp.,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Peniophoraceae,Peniophora,Peniophora sp.,Ricme1
Ricmel1,Rickenella mellea,SZMC22713,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Rickenellaceae,Rickenella,Rickenella mellea,Ricmel1
Rigmic1,Rigidoporus microporus,ED310,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus microporus,Rigmic1
Rosne1,Rosellinia necatrix,W97,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Rosellinia,Rosellinia necatrix,Rosne1
Rozal1_1,Rozella allomycis,CSF55,v1.0,,,fungi,Cryptomycota,Rozellomycotina,,,,,Rozella,Rozella allomycis,Rozal1_1
Rozal_SC1,Rozella allomycis,CSF55_single-cell,v1.0,,,fungi,Cryptomycota,Rozellomycotina,,,,,Rozella,Rozella allomycis,Rozal_SC1
Rusbre1,Russula brevipes,BPL707,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula brevipes,Rusbre1
Ruscom1,Russula compacta,BPL669,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula compacta,Ruscom1
Rusdis1,Russula dissimulans,BPL704,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula dissimulans,Rusdis1
Rusear1,Russula earlei,BPL698,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula earlei,Rusear1
Ruseme1,Russula emetica,Pilba,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula emetica,Ruseme1
Rusoch1,Russula ochroleuca,Pilba,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula ochroleuca,Rusoch1
Rusrug1,Russula rugulosa,BPL654,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula rugulosa,Rusrug1
Rusvin1,Russula vinacea,BPL710,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula vinacea,Rusvin1
Rutfi1,Rutstroemia firma,CBS 115.86,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia firma,Rutfi1
Sacarb1,Saccharomyces arboricola,H-6,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces arboricola,Sacarb1
SacAshbya_1,[Ashbya] aceris (nom. inval.),FD-2008,v1.0,,566037,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Eremothecium,[Ashbya] aceris (nom. inval.),SacAshbya_1
Sacboulardii_1,Saccharomyces boulardii,unique28,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces boulardii (nom. inval.),Sacboulardii_1
Sacca1,Saccharomycopsis capsularis,NRRL Y-17639,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Ascoideales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis capsularis,Sacca1
Sacce1,Saccharomyces cerevisiae,S288C,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Sacce1
SacceM3838_1,Saccharomyces cerevisiae,M3838,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,SacceM3838_1
Saceu1,Saccharomyces eubayanus,FM1318,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus,Saceu1
Sacpr1,Saccharata proteae,CBS 121410,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Saccharataceae,Saccharata,Saccharata proteae,Sacpr1
Saico1,Saitoella complicata,NRRL Y-17804,v1.0,,,dikarya,Ascomycota,Taphrinomycotina,,,,,Saitoella,Saitoella complicata,Saico1
Sakvas1,Saksenaea vasiformis,B4078,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Saksenaeaceae,Saksenaea,Saksenaea vasiformis,Sakvas1
Sarco1,Sarcoscypha coccinea,ATCC 58028,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Sarcoscyphaceae,Sarcoscypha,Sarcoscypha coccinea,Sarco1
Satdi1,Saturnispora dispora,NRRL Y-1447,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Pichiales,Pichiaceae,Saturnispora,Saturnispora dispora,Satdi1
Sceap1,Scedosporium apiospermum,IHEM 14462,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Scedosporium,Scedosporium apiospermum,Sceap1
Schco3,Schizophyllum commune,H4-8,v3.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum commune,Schco3
Schcy1,Schizosaccharomyces cryophilus,OY26,v1.0,,,dikarya,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces cryophilus,Schcy1
Schja1,Schizosaccharomyces japonicus,yFS275,v1.0,,,dikarya,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces japonicus,Schja1
Schoc1,Schizosaccharomyces octosporus,yFS286,v1.0,,,dikarya,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces octosporus,Schoc1
Schpa1,Schizopora paradoxa,KUC8140,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Schizoporaceae,Schizopora,Schizopora paradoxa,Schpa1
Schpo1,Schizosaccharomyces pombe,,v1.0,,,dikarya,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces pombe,Schpo1
Sclci1,Scleroderma citrinum,Foug_A,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Scleroderma,Scleroderma citrinum,Sclci1
Sclhys1_1,Sclerogaster hysterangioides,SCL2.BST,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,,,Sclerogaster,Sclerogaster hysterangioides,Sclhys1_1
Sclsan1,Sclerophora sanguinea,CBS100924,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Coniocybomycetes,,Coniocybales,Coniocybaceae,Sclerophora,Sclerophora sanguinea,Sclsan1
Sclsc1,Sclerotinia sclerotiorum,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia sclerotiorum,Sclsc1
Scysp1_1,Scytinostroma sp.,KUC9335,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Lachnocladiaceae,Scytinostroma,Scytinostroma sp.,Scysp1_1
Sebve1,Sebacina vermifera,MAFF 305830,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Sebacinales,Serendipitaceae,Serendipita,Serendipita vermifera,Sebve1
Sepmu1,Septoria musiva,SO2202,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina musiva,Sepmu1
Seppo1,Septoria populicola,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina populicola,Seppo1
Sepsp1,Septobasidium sp.,PNB30-8B,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Septobasidiales,Septobasidiaceae,Septobasidium,Septobasidium sp.,Sepsp1
SerlaS7_9_2,Serpula lacrymans,S7.9,v2.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Serpulaceae,Serpula,Serpula lacrymans,SerlaS7_9_2
Serla_varsha1,Serpula himantioides,MUCL38935,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Serpulaceae,Serpula,Serpula himantioides,Serla_varsha1
Setho1,Setomelanomma holmii,CBS 110217,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Phaeosphaeriaceae,Setomelanomma,Setomelanomma holmii,Setho1
Settu3,Setosphaeria turcica,Et28A,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Exserohilum,Exserohilum turcicum,Settu3
Sirint1,Sirobasidium intermedium,CBS7805,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Sirobasidiaceae,Sirobasidium,Sirobasidium intermedium,Sirint1
Sisni1,Sistotremastrum niveocremeum,HHB9708_ss-1_1.0,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Trechisporales,,Sistotremastrum,Sistotremastrum niveocremeum,Sisni1
Sissu1,Sistotremastrum suecicum,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Trechisporales,,Sistotremastrum,Sistotremastrum suecicum,Sissu1
Slopil1,Slooffia pilatii,Y-17178,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,,Chrysozymaceae,Slooffia,Slooffia pilatii,Slopil1
SmicuMNP_2,Smittium culicis,GSMNP,v1.0,,,fungi,Zoopagomycota,Kickxellomycotina,Harpellomycetes,,Harpellales,Legeriomycetaceae,Smittium,Smittium culicis,SmicuMNP_2
Smimuc2,Smittium mucronatum,ALG-7-W6,v1.0,,,fungi,Zoopagomycota,Kickxellomycotina,Harpellomycetes,,Harpellales,Legeriomycetaceae,Smittium,Smittium mucronatum,Smimuc2
Sodal1,Sodiomyces alkalinus,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Plectosphaerellaceae,Sodiomyces,Sodiomyces alkalinus,Sodal1
Sorma1,Sordaria macrospora,k-hell,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Sordaria,Sordaria macrospora,Sorma1
Spafl1,Spathularia flavida,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Rhytismatales,Cudoniaceae,Spathularia,Spathularia flavida,Spafl1
Spalat1,Sparassis latifolia,CCMJ1100,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Sparassidaceae,Sparassis,Sparassis latifolia,Spalat1
Spapa3,Spathaspora passalidarum,NRRL Y-27907,v2.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Spathaspora,Spathaspora passalidarum,Spapa3
Sphbr2,Sphaerosporella brunnea,Sb_GMNB300,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Sphaerosporella,Sphaerosporella brunnea,Sphbr2
Sphst1,Sphaerobolus stellatus,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Geastrales,Sphaerobolaceae,Sphaerobolus,Sphaerobolus stellatus,Sphst1
Spifus1,Spinellus fusiger,NRRL 22323,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Phycomycetaceae,Spinellus,Spinellus fusiger,Spifus1
Spipu1,Spizellomyces punctatus,DAOM BR117,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces punctatus,Spipu1
Spobr1,Sporothrix brasiliensis,5110,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix brasiliensis,Spobr1
Spofi1,Sporormia fimetaria,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Sporormiaceae,Sporormia,Sporormia fimetaria,Spofi1
Spogra1_1,Sporobolomyces gracilis,NRRL Y-5504,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,,,Symmetrosporaceae,Symmetrospora,Symmetrospora gracilis,Spogra1_1
Spoin1,Sporothrix insectorum,RCEF_264,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Niveomyces,Niveomyces insectorum,Spoin1
Spola1,Sporopachydermia lactativora,Phaff_68-199,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Sporopachydermiomycetes,,Sporopachydermiales,Sporopachydermiaceae,Sporopachydermia,Sporopachydermia lactativora,Spola1
Spoli1,Sporobolomyces linderae,CBS 7893,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Spiculogloeomycetes,,Spiculogloeales,Spiculogloeaceae,Phyllozyma,Phyllozyma linderae,Spoli1
Spopa1,Sporidiobolus pararoseus,UCDFST_68-350,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces pararoseus,Spopa1
Spore1,Sporisorium reilianum,SRZ2,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium reilianum,Spore1
Sporo1,Sporobolomyces roseus,,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces roseus,Sporo1
Sposc1,Sporothrix schenckii,1099-18,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix schenckii,Sposc1
Spoth2,Myceliophthora thermophila,,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Thermothelomyces,Thermothelomyces thermophilus,Spoth2
Spoumb1,Sporodiniella umbellata,MES 1446,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Rhizopodaceae,Sporodiniella,Sporodiniella umbellata,Spoumb1
Sprlo1,Spraguea lophii,42_110,v1.0,,,fungi,Microsporidia,,,,,Spragueidae,Spraguea,Spraguea lophii,Sprlo1
Stach1,Stachybotrys chartarum,IBT_40288,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys chartarum,Stach1
Stachl1,Stachybotrys chlorohalonatus IBT 40285,IBT_40285,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys chlorohalonatus,Stachl1
Stagr1,Stanjemonium grisellum,CBS 655.79,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,,Stanjemonium,Stanjemonium grisellum,Stagr1
Stano2,Stagonospora nodorum,SN15,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora nodorum,Stano2
Stasp1,Stagonospora sp.,SRC1lsM3a,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Massarinaceae,Stagonospora,Stagonospora sp.,Stasp1
Stehi1,Stereum hirsutum,FP-91666_SS1,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Stereaceae,Stereum,Stereum hirsutum,Stehi1
Stely1,Stemphylium lycopersici,CIDEFI-216,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Stemphylium,Stemphylium lycopersici,Stely1
Stobe1,Stomiopeltis betulae,CBS114420,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,,Micropeltidaceae,Stomiopeltis,Stomiopeltis betulae,Stobe1
Sugame1,Sugiyamaella americana,NRRL YB-2067,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Sugiyamaella,Sugiyamaella americana,Sugame1
Suiame1,Suillus americanus,EM31,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus americanus,Suiame1
Suiamp1,Suillus ampliporus,FC55,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus ampliporus,Suiamp1
Suibov1,Suillus bovinus,UH-Sbo-P2,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus bovinus,Suibov1
Suibr2,Suillus brevipes,Sb2,v2.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus brevipes,Suibr2
Suicli1,Suillus clintonianus,FC179,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus clintonianus,Suicli1
Suicot1,Suillus cothurnatus,VC_1858,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus cothurnatus,Suicot1
Suidec1,Suillus decipiens,EM49,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus decipiens,Suidec1
Suidis1,Suillus discolor,FC423,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus discolor,Suidis1
Suifus1,Suillus fuscotomentosus,FC203,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus fuscotomentosus,Suifus1
Suigr1,Suillus weaverae,EM37,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus weaverae,Suigr1
Suihi1,Suillus hirtellus,EM16,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus hirtellus,Suihi1
Suilak1,Suillus lakei,FC43,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus lakei,Suilak1
Suilu4,Suillus luteus,UH-Slu-Lm8-n1,v3.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus luteus,Suilu4
Suiocc1,Suillus occidentalis,FC124,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus occidentalis,Suiocc1
Suipal1,Suillus paluster,FC165,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus paluster,Suipal1
Suipic1,Suillus spraguei,EM44,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus spraguei,Suipic1
Suipla1,Suillus placidus,DOB743,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus placidus,Suipla1
Suiplo1,Suillus plorans,S12,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus plorans,Suiplo1
Suisu1,Suillus subalutaceus,FC151,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus subalutaceus,Suisu1
Suisub1,Suillus subaureus,MN1,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus subaureus,Suisub1
Suisubl1,Suillus subluteus,FC464,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus subluteus,Suisubl1
Suitom1,Suillus tomentosus,FC115,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus tomentosus,Suitom1
Suivar1,Suillus variegatus,UH-Sva-Z1,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus variegatus,Suivar1
Symat1,Sympodiomyces attinorum,NRRL Y-27639,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys attinorum,Symat1
