leaf_name,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,STRAIN,LOCUSTAG
F6D0F73F,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,,Xylariaceae sp. FL0594,FL0594,F6D0F73F
FC3D787B,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Poronia,Poronia punctata,CBS 180.79,FC3D787B
F2A65E32,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,,Xylariaceae sp. FL1651,FL1651,F2A65E32
FA607EDE,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,,Xylariaceae sp. FL1019,FL1019,FA607EDE
F30371DA,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,,Xylariaceae sp. FL1272,FL1272,F30371DA
F1300115,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,,Xylariaceae sp. FL0255,FL0255,F1300115
F9D4A421,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Anthostomella,Anthostomella pinea,,F9D4A421
F1791008,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,,,,Didymobotryum,Didymobotryum rigidum,JCM 8837,F1791008
FE017796,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,,Xylariaceae sp. FL0016,FL0016,FE017796
F1D5645A,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,,Xylariaceae sp. FL0804,FL0804,F1D5645A
F3A14B75,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,,,,Xylariomycetidae sp. FL0641,FL0641,F3A14B75
F3E15B8F,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Diatrypaceae,Diatrype,Diatrype stigma,M11_M66-122,F3E15B8F
F9197BE4,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Diatrypaceae,Eutypa,Eutypa lata,MA101,F9197BE4
Eutla1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Diatrypaceae,Eutypa,,,Eutla1
F52017D9,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Diatrypaceae,Eutypella,Eutypella sp. D-1,D-1,F52017D9
FF6F719C,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,Monosporascus,Monosporascus cannonballus,CBS 609.92,FF6F719C
F5F72FAD,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,Monosporascus,Monosporascus sp. MC13-8B,MC13-8B,F5F72FAD
F4472A19,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,Monosporascus,Monosporascus sp. GIB2,GIB2,F4472A19
F88A72E2,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,Monosporascus,Monosporascus sp. CRB-8-3,CRB-8-3,F88A72E2
FE93D584,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,Monosporascus,Monosporascus ibericus,CBS 110550,FE93D584
F994F1AA,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,Monosporascus,Monosporascus sp. CRB-9-2,CRB-9-2,F994F1AA
F68C1C2B,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,Monosporascus,Monosporascus sp. MG133,MG133,F68C1C2B
F432CD16,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,Monosporascus,Monosporascus sp. mg162,MG162,F432CD16
F0F98B13,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,Monosporascus,Monosporascus sp. 5C6A,5C6A,F0F98B13
FEB1B383,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Microdochiaceae,Microdochium,Microdochium trichocladiopsis,MPI-CAGE-CH-0230,FEB1B383
F99EB3F7,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Microdochiaceae,Microdochium,Microdochium paspali,I16,F99EB3F7
Micbo1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Microdochiaceae,Microdochium,,,Micbo1
F47DCC53,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Microdochiaceae,Microdochium,Microdochium bolleyi,J235TASD1,F47DCC53
FA5896EE,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Microdochiaceae,Microdochium,Microdochium nivale,F00608,FA5896EE
FB35EBCC,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,Hansfordia,Hansfordia pulvinata,414-3,FB35EBCC
F54978DB,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Nigrospora,Nigrospora sphaerica,ZJJ_C1,F54978DB
Khuory1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Nigrospora,,,Khuory1
FA81C059,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Nigrospora,Nigrospora oryzae,GZL1,FA81C059
FCF5D92B,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Nigrospora,Nigrospora osmanthi,Z1,FCF5D92B
F106BE0C,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora kogelbergensis,CBS 113332,F106BE0C
F0A483AA,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora koreana,KUC21332,F0A483AA
FC5661A0,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora malaysiana,STlab-iicb,FC5661A0
Apimo1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,,,Apimo1
FD8BD657,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora arundinis,AAU 773,FD8BD657
F40622CD,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora aurea,CBS 24483,F40622CD
FE3DEBEB,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora hydei,CBS 114990,FE3DEBEB
F3B33643,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora rasikravindrae,CBS 33761,F3B33643
F3BD46A3,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora phragmitis,CBS 135458,F3BD46A3
F8EF8A46,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Arthrinium,Arthrinium phaeospermum,M.B.Ellis,F8EF8A46
F8C4A3B1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora marii,CBS 49790,F8C4A3B1
FBD2974D,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora guizhouensis,F035,FBD2974D
F9A897E8,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora sphaerosperma,JCM 6018,F9A897E8
F65FD153,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora saccharicola,CBS 83171,F65FD153
F72C1F5F,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora sp. TS-2023a,CBS 14255,F72C1F5F
FEF18550,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Apiospora,Apiospora pterosperma,CBS 123185,FEF18550
F2A5DC34,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Arthrinium,Arthrinium puccinioides,CBS 549.89,F2A5DC34
F77E07EE,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis neglecta,YJ-3,F77E07EE
F5F6A375,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis sp. JCM 9685,JCM 9685,F5F6A375
FC1233E9,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis sp. LF_19_12,LF_19_12,FC1233E9
F1AE69A1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis sp. IQ-011,IQ-011,F1AE69A1
F047FDF8,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis sp. DP-2020a,sempervirens,F047FDF8
F88D5C9D,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis sp. 9143b,9143b,F88D5C9D
F2107A80,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis sp. CR013,cr013,F2107A80
FE270B9B,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis sp. NC0098,NC0098,FE270B9B
Pestal1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,,,Pestal1
F462D03F,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis sp. MUOB 440515,MUOB 440515,F462D03F
F1936884,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis sp. PM2101E,PM2101E,F1936884
F8FAAC20,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis sp. PM2101,PM2101,F8FAAC20
FF828788,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis sp. M2102B,M2102B,FF828788
FC35E29C,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis rosae,ML1664,FC35E29C
FB61C939,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis sp. 37M,37M,FB61C939
FC8DAB21,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Neopestalotiopsis,Neopestalotiopsis clavispora,IHI 201606,FC8DAB21
F140786E,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis fici,W106-1,F140786E
Pesfi1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,,,Pesfi1
F0AEDD87,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pseudopestalotiopsis,Pseudopestalotiopsis chinensis,AH-3-21*,F0AEDD87
F0F88B1D,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pseudopestalotiopsis,Pseudopestalotiopsis theae,CYF27,F0F88B1D
FDCC04F4,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Seiridium,Seiridium cupressi,BM-138-000234,FDCC04F4
FA097402,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Seiridium,Seiridium unicorne,BM-138-508,FA097402
F9682B2F,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Seiridium,Seiridium cardinale,BM-138-000494,F9682B2F
FB7F8AEB,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Truncatella,Truncatella angustata,MPI-SDFR-AT-0073,FB7F8AEB
F73AA024,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Apiosporaceae,Neoarthrinium,Neoarthrinium moseri,CBS 164.80,F73AA024
Plecto1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,,,,Plecto1
FF1D71F5,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,,Xylariales sp. AK1849,AK1849,FF1D71F5
FE4B99D7,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,,Xylariales sp. PMI_506,PMI_506,FE4B99D7
XylPMI506,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,,,,,XylPMI506
Pseve2,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Pseudomassariaceae,Pseudomassariella,,,Pseve2
F965E314,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Pseudomassariaceae,Pseudomassariella,Pseudomassariella vexata,CBS 129021,F965E314
F5EB64AB,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Iodosphaeriaceae,Iodosphaeria,Iodosphaeria phyllophila,IRGN GE5HT45T11,F5EB64AB
F32880B1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Lulworthiomycetidae,Lulworthiales,Lulworthiaceae,Zalerion,Zalerion maritima,ATCC 34329,F32880B1
Linth1,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Lulworthiomycetidae,Lulworthiales,Lulworthiaceae,Zalerion,,,Linth1
FA79BEBB,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Amylocarpus,Amylocarpus encephaloides,TRa018bII,FA79BEBB
Amyenc1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Amylocarpus,,,Amyenc1
FD179291,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus repandus,CBS 341.76,FD179291
Glalo1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Glarea,,,Glalo1
FE60BAC5,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Glarea,Glarea lozoyensis,ATCC 20868,FE60BAC5
FCF133E6,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Chaetoscypha,Chaetoscypha palmicola,D792,FCF133E6
F7979960,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus sp. LP001,LP001,F7979960
F0B94504,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus herbarum,CBS 466.73,F0B94504
FCEA7D29,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus infarciens,CBS 122016,FCEA7D29
F637175D,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus fructigenus,CBS 650.92,F637175D
F6092141,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus salicellus,CBS 111550,F6092141
FFCFCE70,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus scutula,CBS 480.97,FFCFCE70
F089B7A0,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus koreanus,F52847-1,F089B7A0
FD8E05DE,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus occultus,F52847-1,FD8E05DE
F8122562,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus albidus,,F8122562
FD6B8B85,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus fraxineus,,FD6B8B85
F7D79249,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus linearis,chi01,F7D79249
F404D741,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenotorrendiella,Hymenotorrendiella dingleyae,D1086,F404D741
Hymvar1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,,,Hymvar1
F3279C04,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus varicosporioides,PMI_453,F3279C04
F207BBFB,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Tricladiaceae,Halenospora,Halenospora varia,MPI-CAGE-AT-0135,F207BBFB
Zalva1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Tricladiaceae,Halenospora,,,Zalva1
F0978162,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Tricladiaceae,Cudoniella,Cudoniella acicularis,DSM 108380,F0978162
F1356FE3,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Pleuroascaceae,Venustampulla,Venustampulla echinocandica,BP 5553,F1356FE3
F940EAD4,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hamatocanthoscyphaceae,Gremmenia,Gremmenia infestans,DSM 5139,F940EAD4
F7EC56A0,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula subtilissima,CBS 197.66,F7EC56A0
F1C143CC,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula hyalina,CBS 185.66,F1C143CC
F347EDEF,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula occidentalis,CBS 160.35,F347EDEF
F4F77CCF,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula willkommii,CBS 172.35,F4F77CCF
FE940E99,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula arida,CBS 203.66,FE940E99
FC215AC3,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula cervina,CBS 625.97,FC215AC3
F252DF2F,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnellula,Lachnellula suecica,CBS 268.59,F252DF2F
FF8BF472,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Proliferodiscus,Proliferodiscus dingleyae,D683,FF8BF472
FE97979A,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Lachnaceae,Lachnum,Lachnum nothofagi,D664,FE97979A
Leptod1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Leptodontidiaceae,Leptodontidium,,,Leptod1
FCE04D41,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Leptodontidiaceae,Leptodontidium,Leptodontidium sp. 2 PMI_412,PMI_412,FCE04D41
Lepor2,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Leptodontidiaceae,Leptodontidium,,,Lepor2
FD3E2670,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Leptodontidiaceae,Leptodontidium,Leptodontidium sp. MPI-SDFR-AT-0119,MPI-SDFR-AT-0119,FD3E2670
F8DA531F,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Cadophora,Cadophora sp. M221,M221,F8DA531F
F92D9885,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Rhexocercosporidium,Rhexocercosporidium sp. MPI-PUGE-AT-0058,MPI-PUGE-AT-0058,F92D9885
F3953D74,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Cadophora,Cadophora sp. MPI-SDFR-AT-0126,MPI-SDFR-AT-0126,F3953D74
Phimu1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Cadophora,,,Phimu1
FF1B2460,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Cadophora,Cadophora sp. DSE1049,,FF1B2460
F10A3DEB,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Cadophora,Cadophora malorum,M34,F10A3DEB
F1126D48,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Cadophora,Cadophora luteo-olivacea,CBS 128576,F1126D48
Cadsp1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Cadophora,,,Cadsp1
F86FFE28,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Cadophora,Cadophora gregata,MNR1,F86FFE28
FA5D59DF,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,,Helotiales sp. F229,F229,FA5D59DF
F9389B09,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium commune,UK7,F9389B09
Rhyco1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,,,Rhyco1
Rhyse1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,,,Rhyse1
F691E714,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium secalis,02CH4-6a.1,F691E714
FDFEC69F,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium agropyri,04CH-RAC-A.6.1,FDFEC69F
Rhyag1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,,,Rhyag1
FAA3304E,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Neospermospora,Neospermospora avenae,VPRI 42798,FAA3304E
FCDCE0BE,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Drepanopezizaceae,Diplocarpon,Diplocarpon rosae,R4,FCDCE0BE
F227A21C,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Drepanopezizaceae,Diplocarpon,Diplocarpon coronariae,,F227A21C
F6CC4C4D,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Drepanopezizaceae,Diplocarpon,Diplocarpon mali,PGHB,F6CC4C4D
F1F9A3A2,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Dermateaceae,Marssonina,Marssonina coronariae,YL1,F1F9A3A2
Marbr1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Drepanopezizaceae,Drepanopeziza,,,Marbr1
F1B7058F,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Drepanopezizaceae,Drepanopeziza,Drepanopeziza brunnea,214-2,F1B7058F
F84F5560,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Drepanopezizaceae,Blumeriella,Blumeriella jaapii,11BO-GW45,F84F5560
F6B29D60,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,,Ploettnerulaceae sp. D365,D365,F6B29D60
F09425E6,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Phialocephala,Phialocephala subalpina,UAMH 11012,F09425E6
Phisu1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Phialocephala,,,Phisu1
F74D2E4C,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Acephala,Acephala macrosclerotiorum,EW76-UTF0540,F74D2E4C
Acema1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Acephala,,,Acema1
FD53724A,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Phialocephala,Phialocephala sp. D728,D728,FD53724A
F9A90DEE,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,,Mollisiaceae sp. DMI_Dod_QoI,DMI_Dod_QoI,F9A90DEE
FD6060B1,fungi,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,,Helotiales sp. EF0021,,FD6060B1
FBC133C7,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Mollisia,Mollisia scopiformis,CBS 120377,FBC133C7
Phisc1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Mollisia,,,Phisc1
Lorju1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Mollisia,,,Lorju1
Lorma1,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Mollisia,,,Lorma1
